ID,領域,期,支援番号,正式名称,基本方針,大項目,中項目,小項目,本文頁,PDF頁,原典
dementia-共通-19,認知症,共通,19,本人が役割を担い続けるためのリハビリテーションや支援の提供体制の整備,,4 基本的な生活の支援,4-3 日常的に参加する役割を整えることの支援,4-3-1 家庭や地域での役割を担い続けるための ADL/IADL の支援,296,308,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=308
dementia-共通-20,認知症,共通,20,日常生活においてコミュニケーションを取ることの支援,,4 基本的な生活の支援,4-3 日常的に参加する役割を整えることの支援,4-3-2 コミュニケーションを取ることの支援,297,309,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=309
dementia-共通-21,認知症,共通,21,清潔に関する状況の変化を把握し保つことの支援,,4 基本的な生活の支援,4-3 日常的に参加する役割を整えることの支援,4-3-3 清潔に関する状況の変化を把握し保つことの支援,299,311,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=311
dementia-共通-22,認知症,共通,22,体調管理の支援,,4 基本的な生活の支援,4-4 体調管理や服薬管理の支援,4-4-1 体調の変化を把握し伝えることの支援,300,312,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=312
dementia-共通-23,認知症,共通,23,日常と異なる状態の把握とそれを表明することの支援,,4 基本的な生活の支援,4-4 体調管理や服薬管理の支援,4-4-1 体調の変化を把握し伝えることの支援,302,314,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=314
dementia-共通-24,認知症,共通,24,薬の管理と服薬を一定の水準で継続できるようにする支援体制を整える,,4 基本的な生活の支援,4-4 体調管理や服薬管理の支援,4-4-2 服薬支援,303,315,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=315
dementia-共通-25,認知症,共通,25,必要な水分量の把握と必要な水分量を摂取できるようにする支援体制を整える,,4 基本的な生活の支援,4-5 基本的なセルフケアを継続することの支援,4-5-1 水分の摂取の支援,305,317,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=317
dementia-共通-26,認知症,共通,26,必要な栄養及び日常的な摂取状況（摂取方法を含む）の把握と必要な栄養を摂取することを支援する体制を整える,,4 基本的な生活の支援,4-5 基本的なセルフケアを継続することの支援,4-5-2 栄養の摂取の支援,307,319,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=319
dementia-共通-27,認知症,共通,27,できるだけ自立した排泄を続けられるようにすることの支援体制を整える,,4 基本的な生活の支援,4-5 基本的なセルフケアを継続することの支援,4-5-3 排泄を続けることの支援,309,321,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=321
dementia-共通-28,認知症,共通,28,活動と参加を通じた周囲の人びととの日常的な交流環境を実現するための支援,,5 これまでの生活の尊重と重度化の予防,5-1 本人の役割の維持・拡充に向けた持っている機能を発揮しやすい環境の整備,5-1-1 その人にとっての活動と参加を取り巻く交流環境の整備,311,323,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=323
dementia-共通-29,認知症,共通,29,その人にとっての快・不快とその変化の状況の把握,,5 これまでの生活の尊重と重度化の予防,5-1 本人の役割の維持・拡充に向けた持っている機能を発揮しやすい環境の整備,5-1-1 その人にとっての活動と参加を取り巻く交流環境の整備,313,325,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=325
dementia-共通-30,認知症,共通,30,状態に合った活動と参加を実現する環境整備,,5 これまでの生活の尊重と重度化の予防,5-1 本人の役割の維持・拡充に向けた持っている機能を発揮しやすい環境の整備,5-1-2 持っている機能を発揮しやすい環境の整備,314,326,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=326
dementia-共通-31,認知症,共通,31,新たな役割・機能を獲得することの支援,,5 これまでの生活の尊重と重度化の予防,5-1 本人の役割の維持・拡充に向けた持っている機能を発揮しやすい環境の整備,5-1-2 持っている機能を発揮しやすい環境の整備,315,327,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=327
dementia-共通-32,認知症,共通,32,転倒の予防の支援,,5 これまでの生活の尊重と重度化の予防,5-2 合併症や併発しやすい事故の予防,5-2-1 転倒の予防の支援,316,328,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=328
dementia-共通-33,認知症,共通,33,誤嚥の予防の支援,,5 これまでの生活の尊重と重度化の予防,5-2 合併症や併発しやすい事故の予防,5-2-2 誤嚥の予防の支援,318,330,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=330
dementia-共通-34,認知症,共通,34,行動・心理症状の具体的内容を把握する体制を整える,,6 行動・心理症状の予防・重度化防止,6-1 行動・心理症状の状況と背景要因の把握,6-1-1 行動・心理症状の具体的内容を把握する体制の構築,320,332,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=332
dementia-共通-35,認知症,共通,35,本人の不安やストレスの把握,,6 行動・心理症状の予防・重度化防止,6-1 行動・心理症状の状況と背景要因の把握,6-1-2 本人の不安やストレスの把握,322,334,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=334
dementia-共通-36,認知症,共通,36,背景要因に対する対応策の実施の支援,,6 行動・心理症状の予防・重度化防止,6-2 背景要因に対する取り組みの支援,6-2-1 背景要因に対する取り組みの支援,323,335,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=335
dementia-共通-37,認知症,共通,37,背景要因に対する家族等の理解を深めることの支援,,6 行動・心理症状の予防・重度化防止,6-2 背景要因に対する取り組みの支援,6-2-1 背景要因に対する取り組みの支援,325,337,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=337
dementia-共通-38,認知症,共通,38,家族等に対し相談支援が提供される体制を整える,,7 家族等への対応,7-1 家族支援に必要なサービスの調整支援,7-1-1 家族等に対する支援の体制の整備,327,339,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=339
dementia-共通-39,認知症,共通,39,家族等の仕事と生活のリズムが保たれるようにすることの支援,,7 家族等への対応,7-1 家族支援に必要なサービスの調整支援,7-1-1 家族等に対する支援の体制の整備,329,341,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=341
dementia-共通-40,認知症,共通,40,本人や家族等にかかわる理解者を増やすことの支援,,7 家族等への対応,7-1 家族支援に必要なサービスの調整支援,7-1-2 本人や家族等にかかわる理解者を増やすことの支援,331,343,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=343
dementia-共通-41,認知症,共通,41,将来にわたり生活を継続できるようにすることの支援,,7 家族等への対応,7-2 将来にわたり生活を継続できるようにすることの支援,7-2-1 将来にわたり生活を継続できるようにすることの支援,332,344,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=344
aspiration-共通-1,誤嚥性肺炎の予防,共通,1,誤嚥性肺炎の予防の必要性の理解,,0 誤嚥性肺炎予防の必要性の理解,0-1 誤嚥性肺炎予防の必要性の理解,0-1-1 必要性の理解,337,349,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=349
aspiration-共通-2,誤嚥性肺炎の予防,共通,2,日常の健康状態や生活状況の継続的な把握と共有,,1 リスクの（再）評価,1-1 リスクの評価,1-1-1 誤嚥リスクの評価に資する情報の収集,338,350,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=350
aspiration-共通-3,誤嚥性肺炎の予防,共通,3,かみ合わせや咀嚼及び義歯の状況等の継続的な把握と共有,,1 リスクの（再）評価,1-1 リスクの評価,1-1-1 誤嚥リスクの評価に資する情報の収集,340,352,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=352
aspiration-共通-4,誤嚥性肺炎の予防,共通,4,誤嚥リスクが疑われる出来事の把握,,1 リスクの（再）評価,1-1 リスクの評価,1-1-1 誤嚥リスクの評価に資する情報の収集,342,354,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=354
aspiration-共通-5,誤嚥性肺炎の予防,共通,5,咳や呼吸、口腔衛生の状況の把握と共有,,1 リスクの（再）評価,1-1 リスクの評価,1-1-2 誤嚥による肺炎のリスクの把握,343,355,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=355
aspiration-共通-6,誤嚥性肺炎の予防,共通,6,摂食嚥下機能、発声・発話の維持・改善のための支援,,2 日常的な発症及び再発の予防,2-1 摂食嚥下機能の支援,2-1-1 摂食嚥下機能の改善・維持,344,356,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=356
aspiration-共通-7,誤嚥性肺炎の予防,共通,7,口腔乾燥への支援,,2 日常的な発症及び再発の予防,2-1 摂食嚥下機能の支援,2-1-1 摂食嚥下機能の改善・維持,346,358,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=358
aspiration-共通-8,誤嚥性肺炎の予防,共通,8,食内容の見直しの支援,,2 日常的な発症及び再発の予防,2-2 リスクを小さくする支援,2-2-1 嚥下トラブルなく食事をとることの支援,348,360,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=360
aspiration-共通-9,誤嚥性肺炎の予防,共通,9,食事のとり方や環境の整備,,2 日常的な発症及び再発の予防,2-2 リスクを小さくする支援,2-2-1 嚥下トラブルなく食事をとることの支援,350,362,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=362
aspiration-共通-10,誤嚥性肺炎の予防,共通,10,食事内容と栄養摂取状況の把握と改善,,2 日常的な発症及び再発の予防,2-2 リスクを小さくする支援,2-2-2 フレイル予防のために必要な栄養の確保,352,364,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=364
aspiration-共通-11,誤嚥性肺炎の予防,共通,11,口腔ケアの実施,,2 日常的な発症及び再発の予防,2-2 リスクを小さくする支援,2-2-3 口腔ケアの実施,354,366,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=366
aspiration-共通-12,誤嚥性肺炎の予防,共通,12,一定期間ごとのリスクの再評価,,3 再評価,3-1 リスクの再評価,3-1-1 リスクの再評価,355,367,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=367
aspiration-共通-13,誤嚥性肺炎の予防,共通,13,短期的な変化を把握したときの連絡・対応体制の事前検討,,4 変化を把握したときの対応体制の構築,4-1 変化を把握したときの対応体制の構築,4-1-1 変化を把握したときの対応体制の構築,356,368,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=368
aspiration-共通-14,誤嚥性肺炎の予防,共通,14,留意すべき兆候を把握し共有する支援体制の整備,,4 変化を把握したときの対応体制の構築,4-1 変化を把握したときの対応体制の構築,4-1-1 変化を把握したときの対応体制の構築,357,369,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=369
aspiration-共通-15,誤嚥性肺炎の予防,共通,15,入退院時における回復後の生活復帰の見通しの共有,,4 変化を把握したときの対応体制の構築,4-2 入院後の生活復帰の見通しの共有,4-2-1 入院後の生活復帰の見通しの共有,359,371,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=371
